"customer_nk","customer_sk","dbt_valid_from","dbt_valid_to"
"METABASE_1055","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1056","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1057","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1058","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1059","1","2025-11-21 23:39:47.459689",NULL
"METABASE_106","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1060","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1061","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1062","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1063","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1064","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1065","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1066","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1067","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1068","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1069","1","2025-11-21 23:39:47.459689",NULL
"METABASE_107","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1070","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1071","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1072","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1073","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1074","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1075","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1076","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1077","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1078","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1079","1","2025-11-21 23:39:47.459689",NULL
"METABASE_108","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1080","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1081","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1082","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1083","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1084","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1085","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1086","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1087","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1088","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1089","1","2025-11-21 23:39:47.459689",NULL
"METABASE_109","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1090","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1091","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1092","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1093","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1094","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1095","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1096","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1097","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1098","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1099","1","2025-11-21 23:39:47.459689",NULL
"METABASE_11","1","2025-11-21 23:39:47.459689",NULL
"METABASE_110","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1100","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1101","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1102","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1103","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1104","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1105","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1106","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1107","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1108","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1109","1","2025-11-21 23:39:47.459689",NULL
"METABASE_111","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1110","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1111","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1112","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1113","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1114","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1115","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1116","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1117","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1118","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1119","1","2025-11-21 23:39:47.459689",NULL
"METABASE_112","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1120","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1121","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1122","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1123","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1124","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1125","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1126","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1127","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1128","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1129","1","2025-11-21 23:39:47.459689",NULL
"METABASE_113","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1130","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1131","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1132","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1133","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1134","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1135","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1136","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1137","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1138","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1139","1","2025-11-21 23:39:47.459689",NULL
"METABASE_114","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1140","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1141","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1142","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1143","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1144","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1145","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1146","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1147","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1148","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1149","1","2025-11-21 23:39:47.459689",NULL
"METABASE_115","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1150","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1151","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1152","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1153","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1154","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1155","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1156","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1157","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1158","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1159","1","2025-11-21 23:39:47.459689",NULL
"METABASE_116","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1160","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1161","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1162","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1163","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1164","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1165","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1166","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1167","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1168","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1169","1","2025-11-21 23:39:47.459689",NULL
"METABASE_117","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1170","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1171","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1172","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1173","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1174","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1175","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1176","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1177","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1178","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1179","1","2025-11-21 23:39:47.459689",NULL
"METABASE_118","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1180","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1181","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1182","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1183","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1184","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1185","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1186","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1187","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1188","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1189","1","2025-11-21 23:39:47.459689",NULL
"METABASE_119","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1190","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1191","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1192","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1193","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1194","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1195","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1196","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1197","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1198","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1199","1","2025-11-21 23:39:47.459689",NULL
"METABASE_12","1","2025-11-21 23:39:47.459689",NULL
"METABASE_120","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1200","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1201","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1202","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1203","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1204","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1205","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1206","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1207","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1208","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1209","1","2025-11-21 23:39:47.459689",NULL
"METABASE_121","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1210","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1211","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1212","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1213","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1214","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1215","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1216","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1217","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1218","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1219","1","2025-11-21 23:39:47.459689",NULL
"METABASE_122","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1220","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1221","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1222","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1223","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1224","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1225","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1226","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1227","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1228","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1229","1","2025-11-21 23:39:47.459689",NULL
"METABASE_123","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1230","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1231","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1232","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1233","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1234","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1235","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1236","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1237","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1238","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1239","1","2025-11-21 23:39:47.459689",NULL
"METABASE_124","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1240","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1241","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1242","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1243","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1244","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1245","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1246","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1247","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1248","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1249","1","2025-11-21 23:39:47.459689",NULL
"METABASE_125","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1250","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1251","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1252","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1253","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1254","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1255","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1256","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1257","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1258","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1259","1","2025-11-21 23:39:47.459689",NULL
"METABASE_126","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1260","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1261","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1262","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1263","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1264","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1265","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1266","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1267","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1268","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1269","1","2025-11-21 23:39:47.459689",NULL
"METABASE_127","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1270","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1271","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1272","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1273","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1274","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1275","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1276","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1277","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1278","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1279","1","2025-11-21 23:39:47.459689",NULL
"METABASE_128","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1280","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1281","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1282","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1283","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1284","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1285","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1286","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1287","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1288","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1289","1","2025-11-21 23:39:47.459689",NULL
"METABASE_129","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1290","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1291","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1292","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1293","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1294","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1295","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1296","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1297","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1298","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1299","1","2025-11-21 23:39:47.459689",NULL
"METABASE_13","1","2025-11-21 23:39:47.459689",NULL
"METABASE_130","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1300","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1301","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1302","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1303","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1304","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1305","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1306","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1307","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1308","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1309","1","2025-11-21 23:39:47.459689",NULL
"METABASE_131","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1310","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1311","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1312","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1313","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1314","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1315","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1316","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1317","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1318","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1319","1","2025-11-21 23:39:47.459689",NULL
"METABASE_132","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1320","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1321","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1322","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1323","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1324","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1325","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1326","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1327","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1328","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1329","1","2025-11-21 23:39:47.459689",NULL
"METABASE_133","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1330","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1331","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1332","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1333","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1334","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1335","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1336","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1337","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1338","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1339","1","2025-11-21 23:39:47.459689",NULL
"METABASE_134","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1340","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1341","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1342","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1343","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1344","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1345","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1346","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1347","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1348","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1349","1","2025-11-21 23:39:47.459689",NULL
"METABASE_135","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1350","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1351","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1352","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1353","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1354","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1355","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1356","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1357","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1358","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1359","1","2025-11-21 23:39:47.459689",NULL
"METABASE_136","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1360","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1361","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1362","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1363","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1364","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1365","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1366","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1367","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1368","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1369","1","2025-11-21 23:39:47.459689",NULL
"METABASE_137","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1370","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1371","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1372","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1373","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1374","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1375","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1376","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1377","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1378","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1379","1","2025-11-21 23:39:47.459689",NULL
"METABASE_138","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1380","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1381","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1382","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1383","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1384","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1385","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1386","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1387","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1388","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1389","1","2025-11-21 23:39:47.459689",NULL
"METABASE_139","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1390","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1391","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1392","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1393","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1394","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1395","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1396","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1397","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1398","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1399","1","2025-11-21 23:39:47.459689",NULL
"METABASE_14","1","2025-11-21 23:39:47.459689",NULL
"METABASE_140","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1400","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1401","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1402","1","2025-11-21 23:39:47.459689",NULL
"METABASE_1403","1","2025-11-21 23:39:47.459689",NULL
