"dim_customer_sk","dim_product_sk","dim_supplier_sk","dim_category_sk","dim_employee_sk","dim_channel_sk","order_nk","source_system","source_order_id","order_date","shipped_date","quantity","unit_price","discount_pct","gross_amount","net_amount","dw_load_ts"
"-1","-1","-1","-1","-1","2","NORTHWIND_10285","NORTHWIND","10285","2006-08-20 00:00:00-03","2006-08-26 00:00:00","45.0000","14.4000","0.2000","648.0000","518.4000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10847","NORTHWIND","10847","2008-01-22 00:00:00-02","2008-02-10 00:00:00","80.0000","18.0000","0.2000","1440.0000","1152.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10354","NORTHWIND","10354","2006-11-14 00:00:00-02","2006-11-20 00:00:00","12.0000","14.4000","0.0000","172.8000","172.8000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10700","NORTHWIND","10700","2007-10-10 00:00:00-03","2007-10-16 00:00:00","5.0000","18.0000","0.2000","90.0000","72.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10522","NORTHWIND","10522","2007-04-30 00:00:00-03","2007-05-06 00:00:00","40.0000","18.0000","0.2000","720.0000","576.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10935","NORTHWIND","10935","2008-03-09 00:00:00-03","2008-03-18 00:00:00","21.0000","18.0000","0.0000","378.0000","378.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10590","NORTHWIND","10590","2007-07-07 00:00:00-03","2007-07-14 00:00:00","20.0000","18.0000","0.0000","360.0000","360.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10918","NORTHWIND","10918","2008-03-02 00:00:00-03","2008-03-11 00:00:00","60.0000","18.0000","0.2500","1080.0000","810.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10294","NORTHWIND","10294","2006-08-30 00:00:00-03","2006-09-05 00:00:00","18.0000","14.4000","0.0000","259.2000","259.2000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10729","NORTHWIND","10729","2007-11-04 00:00:00-02","2007-11-14 00:00:00","50.0000","18.0000","0.0000","900.0000","900.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10609","NORTHWIND","10609","2007-07-24 00:00:00-03","2007-07-30 00:00:00","3.0000","18.0000","0.0000","54.0000","54.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10317","NORTHWIND","10317","2006-09-30 00:00:00-03","2006-10-10 00:00:00","20.0000","14.4000","0.0000","288.0000","288.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11025","NORTHWIND","11025","2008-04-15 00:00:00-03","2008-04-24 00:00:00","10.0000","18.0000","0.1000","180.0000","162.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11005","NORTHWIND","11005","2008-04-07 00:00:00-03","2008-04-10 00:00:00","2.0000","18.0000","0.0000","36.0000","36.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11003","NORTHWIND","11003","2008-04-06 00:00:00-03","2008-04-08 00:00:00","4.0000","18.0000","0.0000","72.0000","72.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11035","NORTHWIND","11035","2008-04-20 00:00:00-03","2008-04-24 00:00:00","10.0000","18.0000","0.0000","180.0000","180.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10526","NORTHWIND","10526","2007-05-05 00:00:00-03","2007-05-15 00:00:00","8.0000","18.0000","0.1500","144.0000","122.4000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10576","NORTHWIND","10576","2007-06-23 00:00:00-03","2007-06-30 00:00:00","10.0000","18.0000","0.0000","180.0000","180.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10406","NORTHWIND","10406","2007-01-07 00:00:00-02","2007-01-13 00:00:00","10.0000","14.4000","0.0000","144.0000","144.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10905","NORTHWIND","10905","2008-02-24 00:00:00-03","2008-03-06 00:00:00","20.0000","18.0000","0.0500","360.0000","342.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11047","NORTHWIND","11047","2008-04-24 00:00:00-03","2008-05-01 00:00:00","25.0000","18.0000","0.2500","450.0000","337.5000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11031","NORTHWIND","11031","2008-04-17 00:00:00-03","2008-04-24 00:00:00","45.0000","18.0000","0.0000","810.0000","810.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10752","NORTHWIND","10752","2007-11-24 00:00:00-02","2007-11-28 00:00:00","8.0000","18.0000","0.0000","144.0000","144.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11006","NORTHWIND","11006","2008-04-07 00:00:00-03","2008-04-15 00:00:00","8.0000","18.0000","0.0000","144.0000","144.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10869","NORTHWIND","10869","2008-02-04 00:00:00-02","2008-02-09 00:00:00","40.0000","18.0000","0.0000","720.0000","720.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11070","NORTHWIND","11070","2008-05-05 00:00:00-03",NULL,"40.0000","18.0000","0.1500","720.0000","612.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10611","NORTHWIND","10611","2007-07-25 00:00:00-03","2007-08-01 00:00:00","6.0000","18.0000","0.0000","108.0000","108.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10628","NORTHWIND","10628","2007-08-12 00:00:00-03","2007-08-20 00:00:00","25.0000","18.0000","0.0000","450.0000","450.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10335","NORTHWIND","10335","2006-10-22 00:00:00-03","2006-10-24 00:00:00","7.0000","15.2000","0.2000","106.4000","85.1200","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10806","NORTHWIND","10806","2007-12-31 00:00:00-02","2008-01-05 00:00:00","20.0000","19.0000","0.2500","380.0000","285.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10632","NORTHWIND","10632","2007-08-14 00:00:00-03","2007-08-19 00:00:00","30.0000","19.0000","0.0500","570.0000","541.5000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10991","NORTHWIND","10991","2008-04-01 00:00:00-03","2008-04-07 00:00:00","50.0000","19.0000","0.2000","950.0000","760.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10485","NORTHWIND","10485","2007-03-25 00:00:00-03","2007-03-31 00:00:00","20.0000","15.2000","0.1000","304.0000","273.6000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10440","NORTHWIND","10440","2007-02-10 00:00:00-02","2007-02-28 00:00:00","45.0000","15.2000","0.1500","684.0000","581.4000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10641","NORTHWIND","10641","2007-08-22 00:00:00-03","2007-08-26 00:00:00","50.0000","19.0000","0.0000","950.0000","950.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11030","NORTHWIND","11030","2008-04-17 00:00:00-03","2008-04-27 00:00:00","100.0000","19.0000","0.2500","1900.0000","1425.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10327","NORTHWIND","10327","2006-10-11 00:00:00-03","2006-10-14 00:00:00","25.0000","15.2000","0.2000","380.0000","304.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11021","NORTHWIND","11021","2008-04-14 00:00:00-03","2008-04-21 00:00:00","11.0000","19.0000","0.2500","209.0000","156.7500","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10703","NORTHWIND","10703","2007-10-14 01:00:00-02","2007-10-20 00:00:00","5.0000","19.0000","0.0000","95.0000","95.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10787","NORTHWIND","10787","2007-12-19 00:00:00-02","2007-12-26 00:00:00","15.0000","19.0000","0.0500","285.0000","270.7500","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10504","NORTHWIND","10504","2007-04-11 00:00:00-03","2007-04-18 00:00:00","12.0000","19.0000","0.0000","228.0000","228.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10792","NORTHWIND","10792","2007-12-23 00:00:00-02","2007-12-31 00:00:00","10.0000","19.0000","0.0000","190.0000","190.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11077","NORTHWIND","11077","2008-05-06 00:00:00-03",NULL,"24.0000","19.0000","0.2000","456.0000","364.8000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10885","NORTHWIND","10885","2008-02-12 00:00:00-02","2008-02-18 00:00:00","20.0000","19.0000","0.0000","380.0000","380.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10611","NORTHWIND","10611","2007-07-25 00:00:00-03","2007-08-01 00:00:00","10.0000","19.0000","0.0000","190.0000","190.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10258","NORTHWIND","10258","2006-07-17 00:00:00-03","2006-07-23 00:00:00","50.0000","15.2000","0.2000","760.0000","608.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10741","NORTHWIND","10741","2007-11-14 00:00:00-02","2007-11-18 00:00:00","15.0000","19.0000","0.2000","285.0000","228.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10264","NORTHWIND","10264","2006-07-24 00:00:00-03","2006-08-23 00:00:00","35.0000","15.2000","0.0000","532.0000","532.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10888","NORTHWIND","10888","2008-02-16 00:00:00-02","2008-02-23 00:00:00","20.0000","19.0000","0.0000","380.0000","380.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11041","NORTHWIND","11041","2008-04-22 00:00:00-03","2008-04-28 00:00:00","30.0000","19.0000","0.2000","570.0000","456.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11075","NORTHWIND","11075","2008-05-06 00:00:00-03",NULL,"10.0000","19.0000","0.1500","190.0000","161.5000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10829","NORTHWIND","10829","2008-01-13 00:00:00-02","2008-01-23 00:00:00","10.0000","19.0000","0.0000","190.0000","190.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10393","NORTHWIND","10393","2006-12-25 00:00:00-02","2007-01-03 00:00:00","25.0000","15.2000","0.2500","380.0000","285.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10418","NORTHWIND","10418","2007-01-17 00:00:00-02","2007-01-24 00:00:00","60.0000","15.2000","0.0000","912.0000","912.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10813","NORTHWIND","10813","2008-01-05 00:00:00-02","2008-01-09 00:00:00","12.0000","19.0000","0.2000","228.0000","182.4000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10939","NORTHWIND","10939","2008-03-10 00:00:00-03","2008-03-13 00:00:00","10.0000","19.0000","0.1500","190.0000","161.5000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10622","NORTHWIND","10622","2007-08-06 00:00:00-03","2007-08-11 00:00:00","20.0000","19.0000","0.0000","380.0000","380.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10714","NORTHWIND","10714","2007-10-22 00:00:00-02","2007-10-27 00:00:00","30.0000","19.0000","0.2500","570.0000","427.5000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11072","NORTHWIND","11072","2008-05-05 00:00:00-03",NULL,"8.0000","19.0000","0.0000","152.0000","152.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11049","NORTHWIND","11049","2008-04-24 00:00:00-03","2008-05-04 00:00:00","10.0000","19.0000","0.2000","190.0000","152.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10298","NORTHWIND","10298","2006-09-05 00:00:00-03","2006-09-11 00:00:00","40.0000","15.2000","0.0000","608.0000","608.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10851","NORTHWIND","10851","2008-01-26 00:00:00-02","2008-02-02 00:00:00","5.0000","19.0000","0.0500","95.0000","90.2500","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10435","NORTHWIND","10435","2007-02-04 00:00:00-02","2007-02-07 00:00:00","10.0000","15.2000","0.0000","152.0000","152.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11070","NORTHWIND","11070","2008-05-05 00:00:00-03",NULL,"20.0000","19.0000","0.1500","380.0000","323.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10342","NORTHWIND","10342","2006-10-30 00:00:00-03","2006-11-04 00:00:00","24.0000","15.2000","0.2000","364.8000","291.8400","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10766","NORTHWIND","10766","2007-12-05 00:00:00-02","2007-12-09 00:00:00","40.0000","19.0000","0.0000","760.0000","760.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10852","NORTHWIND","10852","2008-01-26 00:00:00-02","2008-01-30 00:00:00","15.0000","19.0000","0.0000","285.0000","285.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10469","NORTHWIND","10469","2007-03-10 00:00:00-03","2007-03-14 00:00:00","40.0000","15.2000","0.1500","608.0000","516.8000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10856","NORTHWIND","10856","2008-01-28 00:00:00-02","2008-02-10 00:00:00","20.0000","19.0000","0.0000","380.0000","380.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10255","NORTHWIND","10255","2006-07-12 00:00:00-03","2006-07-15 00:00:00","20.0000","15.2000","0.0000","304.0000","304.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10722","NORTHWIND","10722","2007-10-29 00:00:00-02","2007-11-04 00:00:00","3.0000","19.0000","0.0000","57.0000","57.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10866","NORTHWIND","10866","2008-02-03 00:00:00-02","2008-02-12 00:00:00","21.0000","19.0000","0.2500","399.0000","299.2500","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10764","NORTHWIND","10764","2007-12-03 00:00:00-02","2007-12-08 00:00:00","20.0000","10.0000","0.1000","200.0000","180.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10485","NORTHWIND","10485","2007-03-25 00:00:00-03","2007-03-31 00:00:00","20.0000","8.0000","0.1000","160.0000","144.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10405","NORTHWIND","10405","2007-01-06 00:00:00-02","2007-01-22 00:00:00","50.0000","8.0000","0.0000","400.0000","400.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10742","NORTHWIND","10742","2007-11-14 00:00:00-02","2007-11-18 00:00:00","20.0000","10.0000","0.0000","200.0000","200.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10702","NORTHWIND","10702","2007-10-13 00:00:00-03","2007-10-21 00:00:00","6.0000","10.0000","0.0000","60.0000","60.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10849","NORTHWIND","10849","2008-01-23 00:00:00-02","2008-01-30 00:00:00","49.0000","10.0000","0.0000","490.0000","490.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10540","NORTHWIND","10540","2007-05-19 00:00:00-03","2007-06-13 00:00:00","60.0000","10.0000","0.0000","600.0000","600.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10591","NORTHWIND","10591","2007-07-07 00:00:00-03","2007-07-16 00:00:00","14.0000","10.0000","0.0000","140.0000","140.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10857","NORTHWIND","10857","2008-01-28 00:00:00-02","2008-02-06 00:00:00","30.0000","10.0000","0.0000","300.0000","300.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11077","NORTHWIND","11077","2008-05-06 00:00:00-03",NULL,"4.0000","10.0000","0.0000","40.0000","40.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11017","NORTHWIND","11017","2008-04-13 00:00:00-03","2008-04-20 00:00:00","25.0000","10.0000","0.0000","250.0000","250.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10289","NORTHWIND","10289","2006-08-26 00:00:00-03","2006-08-28 00:00:00","30.0000","8.0000","0.0000","240.0000","240.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10527","NORTHWIND","10527","2007-05-05 00:00:00-03","2007-05-07 00:00:00","50.0000","22.0000","0.1000","1100.0000","990.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10533","NORTHWIND","10533","2007-05-12 00:00:00-03","2007-05-22 00:00:00","50.0000","22.0000","0.0500","1100.0000","1045.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10326","NORTHWIND","10326","2006-10-10 00:00:00-03","2006-10-14 00:00:00","24.0000","17.6000","0.0000","422.4000","422.4000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10704","NORTHWIND","10704","2007-10-14 01:00:00-02","2007-11-07 00:00:00","6.0000","22.0000","0.0000","132.0000","132.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10846","NORTHWIND","10846","2008-01-22 00:00:00-02","2008-01-23 00:00:00","21.0000","22.0000","0.0000","462.0000","462.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10344","NORTHWIND","10344","2006-11-01 00:00:00-03","2006-11-05 00:00:00","35.0000","17.6000","0.0000","616.0000","616.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11000","NORTHWIND","11000","2008-04-06 00:00:00-03","2008-04-14 00:00:00","25.0000","22.0000","0.2500","550.0000","412.5000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10511","NORTHWIND","10511","2007-04-18 00:00:00-03","2007-04-21 00:00:00","50.0000","22.0000","0.1500","1100.0000","935.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10726","NORTHWIND","10726","2007-11-03 00:00:00-02","2007-12-05 00:00:00","25.0000","22.0000","0.0000","550.0000","550.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10950","NORTHWIND","10950","2008-03-16 00:00:00-03","2008-03-23 00:00:00","5.0000","22.0000","0.0000","110.0000","110.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11077","NORTHWIND","11077","2008-05-06 00:00:00-03",NULL,"1.0000","22.0000","0.0000","22.0000","22.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10464","NORTHWIND","10464","2007-03-04 00:00:00-03","2007-03-14 00:00:00","16.0000","17.6000","0.2000","281.6000","225.2800","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10339","NORTHWIND","10339","2006-10-28 00:00:00-03","2006-11-04 00:00:00","10.0000","17.6000","0.0000","176.0000","176.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10606","NORTHWIND","10606","2007-07-22 00:00:00-03","2007-07-31 00:00:00","20.0000","22.0000","0.2000","440.0000","352.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10336","NORTHWIND","10336","2006-10-23 00:00:00-03","2006-10-25 00:00:00","18.0000","17.6000","0.1000","316.8000","285.1200","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10654","NORTHWIND","10654","2007-09-02 00:00:00-03","2007-09-11 00:00:00","12.0000","22.0000","0.1000","264.0000","237.6000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10309","NORTHWIND","10309","2006-09-19 00:00:00-03","2006-10-23 00:00:00","20.0000","17.6000","0.0000","352.0000","352.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10913","NORTHWIND","10913","2008-02-26 00:00:00-03","2008-03-04 00:00:00","30.0000","22.0000","0.2500","660.0000","495.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10636","NORTHWIND","10636","2007-08-19 00:00:00-03","2007-08-26 00:00:00","25.0000","22.0000","0.0000","550.0000","550.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10635","NORTHWIND","10635","2007-08-18 00:00:00-03","2007-08-21 00:00:00","10.0000","22.0000","0.1000","220.0000","198.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10848","NORTHWIND","10848","2008-01-23 00:00:00-02","2008-01-29 00:00:00","30.0000","21.3500","0.0000","640.5000","640.5000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10635","NORTHWIND","10635","2007-08-18 00:00:00-03","2007-08-21 00:00:00","15.0000","21.3500","0.1000","320.2500","288.2250","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10708","NORTHWIND","10708","2007-10-17 00:00:00-02","2007-11-05 00:00:00","4.0000","21.3500","0.0000","85.4000","85.4000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10290","NORTHWIND","10290","2006-08-27 00:00:00-03","2006-09-03 00:00:00","20.0000","17.0000","0.0000","340.0000","340.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10958","NORTHWIND","10958","2008-03-18 00:00:00-03","2008-03-27 00:00:00","20.0000","21.3500","0.0000","427.0000","427.0000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11030","NORTHWIND","11030","2008-04-17 00:00:00-03","2008-04-27 00:00:00","70.0000","21.3500","0.0000","1494.5000","1494.5000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_11047","NORTHWIND","11047","2008-04-24 00:00:00-03","2008-05-01 00:00:00","30.0000","21.3500","0.2500","640.5000","480.3750","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10262","NORTHWIND","10262","2006-07-22 00:00:00-03","2006-07-25 00:00:00","12.0000","17.0000","0.2000","204.0000","163.2000","2025-11-22 21:21:50.513059-03"
"-1","-1","-1","-1","-1","2","NORTHWIND_10258","NORTHWIND","10258","2006-07-17 00:00:00-03","2006-07-23 00:00:00","65.0000","17.0000","0.2000","1105.0000","884.0000","2025-11-22 21:21:50.513059-03"
