"order_nk","order_date","customer_nk","product_nk","supplier_nk","category_nk","quantity","unit_price"
"METABASE_14591","2025-06-13 17:40:00-03","METABASE_1347","METABASE_124","METABASE_SUP_zemlak-wiegand","METABASE_CAT_gizmo","6.0000","18.4883"
"METABASE_14590","2026-03-25 01:51:00-03","METABASE_1347","METABASE_140","METABASE_SUP_daugherty-dach","METABASE_CAT_gadget","1.0000","66.8000"
"METABASE_14589","2025-10-03 13:25:00-03","METABASE_1347","METABASE_152","METABASE_SUP_thompson-wolf","METABASE_CAT_widget","5.0000","9.7800"
"METABASE_10034","2024-04-21 08:38:00-03","METABASE_1562","METABASE_168","METABASE_SUP_roscoe_oberbrunner_group","METABASE_CAT_gadget","2.0000","59.4650"
"METABASE_10033","2023-09-10 05:16:00-03","METABASE_1562","METABASE_85","METABASE_SUP_reynolds,_gleason_and_brekke","METABASE_CAT_gizmo","4.0000","9.1500"
"METABASE_10032","2025-10-07 18:13:00-03","METABASE_1562","METABASE_25","METABASE_SUP_ritchie,_haley_and_pacocha","METABASE_CAT_widget","6.0000","11.4367"
"METABASE_10031","2025-04-11 06:30:00-03","METABASE_1562","METABASE_188","METABASE_SUP_jones,_hayes_and_kshlerin","METABASE_CAT_doohickey","3.0000","11.2933"
"METABASE_10030","2025-06-10 01:33:00-03","METABASE_1562","METABASE_50","METABASE_SUP_hartmann,_mohr_and_stiedemann","METABASE_CAT_widget","7.0000","7.6629"
"METABASE_14231","2025-05-14 21:51:00-03","METABASE_1517","METABASE_127","METABASE_SUP_schamberger-wehner","METABASE_CAT_widget","3.0000","44.8267"
"METABASE_14230","2025-09-07 16:33:00-03","METABASE_1517","METABASE_37","METABASE_SUP_parker,_o'connell_and_beahan","METABASE_CAT_gadget","5.0000","16.0220"
"METABASE_14229","2025-12-13 16:22:00-03","METABASE_1517","METABASE_108","METABASE_SUP_aufderhar-boehm","METABASE_CAT_gadget","3.0000","16.6967"
"METABASE_14228","2026-02-21 19:55:00-03","METABASE_1517","METABASE_36","METABASE_SUP_wolf,_beahan_and_thiel","METABASE_CAT_gizmo","2.0000","65.4700"
"METABASE_14227","2025-05-09 07:26:00-03","METABASE_1517","METABASE_91","METABASE_SUP_connelly-ritchie","METABASE_CAT_gizmo","43.0000","1.5137"
"METABASE_14226","2025-01-15 18:35:00-03","METABASE_1517","METABASE_87","METABASE_SUP_miss_annamae_kutch_group","METABASE_CAT_widget","2.0000","58.6300"
"METABASE_14225","2026-03-15 04:33:00-03","METABASE_1517","METABASE_7","METABASE_SUP_little-pagac","METABASE_CAT_doohickey","1.0000","148.2300"
"METABASE_14224","2024-09-09 20:18:00-03","METABASE_1517","METABASE_110","METABASE_SUP_stanton-fritsch","METABASE_CAT_widget","5.0000","11.1060"
"METABASE_14223","2025-02-08 08:54:00-03","METABASE_1517","METABASE_90","METABASE_SUP_rodriguez-kuhlman","METABASE_CAT_gizmo","2.0000","61.5600"
"METABASE_14222","2024-11-14 20:17:00-03","METABASE_1517","METABASE_49","METABASE_SUP_schuster-wyman","METABASE_CAT_gadget","2.0000","65.7150"
"METABASE_14221","2023-08-14 16:52:00-03","METABASE_1517","METABASE_84","METABASE_SUP_americo_sipes_and_sons","METABASE_CAT_gizmo","6.0000","9.0967"
"METABASE_14220","2026-02-10 14:19:00-03","METABASE_1517","METABASE_131","METABASE_SUP_batz-schroeder","METABASE_CAT_widget","2.0000","56.5600"
"METABASE_14219","2025-06-01 16:50:00-03","METABASE_1517","METABASE_116","METABASE_SUP_denesik-ortiz","METABASE_CAT_gizmo","7.0000","16.3457"
"METABASE_14218","2024-03-15 09:11:00-03","METABASE_1517","METABASE_112","METABASE_SUP_ledner-watsica","METABASE_CAT_doohickey","1.0000","41.3300"
"METABASE_14217","2023-10-10 07:36:00-03","METABASE_1517","METABASE_54","METABASE_SUP_mcclure-murphy","METABASE_CAT_widget","7.0000","5.9143"
"METABASE_14216","2023-10-13 07:09:00-03","METABASE_1517","METABASE_38","METABASE_SUP_bednar,_berge_and_boyle","METABASE_CAT_gadget","5.0000","8.8100"
"METABASE_3223","2023-12-30 09:51:00-03","METABASE_2447","METABASE_179","METABASE_SUP_casper-schimmel","METABASE_CAT_doohickey","2.0000","22.7750"
"METABASE_3222","2024-06-18 06:47:00-03","METABASE_2447","METABASE_176","METABASE_SUP_mr._colton_mayer_group","METABASE_CAT_widget","5.0000","11.5840"
"METABASE_3221","2025-12-22 23:42:00-03","METABASE_2447","METABASE_158","METABASE_SUP_israel_spinka_and_sons","METABASE_CAT_gizmo","2.0000","69.9450"
"METABASE_3220","2023-11-26 10:10:00-03","METABASE_2447","METABASE_49","METABASE_SUP_schuster-wyman","METABASE_CAT_gadget","2.0000","43.8100"
"METABASE_3219","2024-03-15 10:40:00-03","METABASE_2447","METABASE_114","METABASE_SUP_wisoky,_pagac_and_heaney","METABASE_CAT_doohickey","1.0000","77.9100"
"METABASE_3218","2023-06-01 11:50:00-03","METABASE_2447","METABASE_177","METABASE_SUP_ursula_collins_llc","METABASE_CAT_gadget","5.0000","17.1760"
"METABASE_3217","2025-10-20 13:09:00-03","METABASE_2447","METABASE_185","METABASE_SUP_cremin-williamson","METABASE_CAT_gadget","4.0000","9.8950"
"METABASE_3216","2026-01-28 11:51:00-03","METABASE_2447","METABASE_178","METABASE_SUP_halle_kulas_i_llc","METABASE_CAT_widget","2.0000","58.6650"
"METABASE_3215","2023-04-05 09:11:00-03","METABASE_2447","METABASE_150","METABASE_SUP_morar-schamberger","METABASE_CAT_gadget","2.0000","42.8500"
"METABASE_3214","2024-01-12 10:47:00-03","METABASE_2447","METABASE_4","METABASE_SUP_regan_bradtke_and_sons","METABASE_CAT_doohickey","2.0000","55.4950"
"METABASE_3213","2024-05-15 13:18:00-03","METABASE_2447","METABASE_16","METABASE_SUP_okuneva,_kutch_and_monahan","METABASE_CAT_gadget","3.0000","22.0367"
"METABASE_3212","2024-02-11 08:56:00-03","METABASE_2447","METABASE_168","METABASE_SUP_roscoe_oberbrunner_group","METABASE_CAT_gadget","1.0000","118.9300"
"METABASE_3211","2025-12-30 12:03:00-03","METABASE_2447","METABASE_102","METABASE_SUP_dominic_mann_group","METABASE_CAT_gadget","1.0000","47.0400"
"METABASE_3210","2024-11-06 14:09:00-03","METABASE_2447","METABASE_52","METABASE_SUP_koch-ruecker","METABASE_CAT_widget","2.0000","51.8400"
"METABASE_229","2023-12-26 07:29:00-03","METABASE_1332","METABASE_152","METABASE_SUP_thompson-wolf","METABASE_CAT_widget","2.0000","16.3000"
"METABASE_228","2023-04-17 15:21:00-03","METABASE_1332","METABASE_182","METABASE_SUP_devonte_gleichner_inc","METABASE_CAT_gadget","3.0000","18.7767"
"METABASE_227","2024-06-16 19:38:00-03","METABASE_1332","METABASE_66","METABASE_SUP_goyette-smitham","METABASE_CAT_widget","6.0000","22.6933"
"METABASE_226","2025-12-15 04:22:00-03","METABASE_1332","METABASE_47","METABASE_SUP_annetta_wyman_and_sons","METABASE_CAT_doohickey","2.0000","42.0400"
"METABASE_225","2024-11-11 21:14:00-03","METABASE_1332","METABASE_84","METABASE_SUP_americo_sipes_and_sons","METABASE_CAT_gizmo","3.0000","27.2933"
"METABASE_15257","2024-10-12 07:07:00-03","METABASE_1845","METABASE_11","METABASE_SUP_upton,_kovacek_and_halvorson","METABASE_CAT_gadget","6.0000","22.0767"
"METABASE_15256","2025-01-28 18:49:00-03","METABASE_1845","METABASE_187","METABASE_SUP_janick_harvey_llc","METABASE_CAT_gizmo","2.0000","49.4900"
"METABASE_15255","2023-03-02 12:43:00-03","METABASE_1845","METABASE_163","METABASE_SUP_brittany_mueller_inc","METABASE_CAT_widget","1.0000","22.3800"
"METABASE_15254","2024-01-28 13:19:00-03","METABASE_1845","METABASE_11","METABASE_SUP_upton,_kovacek_and_halvorson","METABASE_CAT_gadget","1.0000","132.4600"
"METABASE_15253","2025-10-21 14:20:00-03","METABASE_1845","METABASE_100","METABASE_SUP_legros,_lynch_and_howell","METABASE_CAT_gizmo","5.0000","13.5660"
"METABASE_15252","2024-08-02 04:28:00-03","METABASE_1845","METABASE_189","METABASE_SUP_marvin,_turcotte_and_wisozk","METABASE_CAT_widget","6.0000","15.5467"
"METABASE_15251","2025-11-09 00:44:00-03","METABASE_1845","METABASE_41","METABASE_SUP_robyn_padberg_inc","METABASE_CAT_widget","2.0000","31.7550"
"METABASE_15250","2026-03-16 22:12:00-03","METABASE_1845","METABASE_95","METABASE_SUP_schiller,_bogisich_and_lockman","METABASE_CAT_gizmo","1.0000","49.8200"
"METABASE_15249","2024-05-11 12:37:00-03","METABASE_1845","METABASE_24","METABASE_SUP_claude_thompson_group","METABASE_CAT_doohickey","4.0000","28.0775"
"METABASE_15248","2023-11-30 11:58:00-03","METABASE_1845","METABASE_16","METABASE_SUP_okuneva,_kutch_and_monahan","METABASE_CAT_gadget","2.0000","22.0350"
"METABASE_15247","2025-04-15 07:14:00-03","METABASE_1845","METABASE_185","METABASE_SUP_cremin-williamson","METABASE_CAT_gadget","3.0000","13.1933"
"METABASE_15246","2023-11-12 00:41:00-03","METABASE_1845","METABASE_60","METABASE_SUP_stroman-carroll","METABASE_CAT_doohickey","3.0000","6.6233"
"METABASE_15245","2023-09-27 00:35:00-03","METABASE_1845","METABASE_72","METABASE_SUP_senger,_mertz_and_murray","METABASE_CAT_widget","4.0000","23.7000"
"METABASE_15244","2023-04-18 21:47:00-03","METABASE_1845","METABASE_171","METABASE_SUP_blake_greenfelder_group","METABASE_CAT_doohickey","3.0000","23.3500"
"METABASE_15243","2023-01-22 11:09:00-03","METABASE_1845","METABASE_149","METABASE_SUP_noah_anderson_and_sons","METABASE_CAT_gadget","1.0000","46.1000"
"METABASE_15242","2023-02-13 10:37:00-03","METABASE_1845","METABASE_185","METABASE_SUP_cremin-williamson","METABASE_CAT_gadget","1.0000","26.3800"
"METABASE_15241","2025-09-23 10:34:00-03","METABASE_1845","METABASE_179","METABASE_SUP_casper-schimmel","METABASE_CAT_doohickey","3.0000","22.7733"
"METABASE_8523","2025-04-23 15:18:00-03","METABASE_1976","METABASE_136","METABASE_SUP_crona,_block_and_homenick","METABASE_CAT_widget","2.0000","52.6000"
"METABASE_8522","2023-04-10 08:20:00-03","METABASE_1976","METABASE_159","METABASE_SUP_mueller,_mayert_and_johnston","METABASE_CAT_widget","2.0000","11.8450"
"METABASE_8521","2024-09-09 08:32:00-03","METABASE_1976","METABASE_190","METABASE_SUP_delphia_bauch_inc","METABASE_CAT_gadget","4.0000","32.1450"
"METABASE_8520","2025-10-20 03:27:00-03","METABASE_1976","METABASE_39","METABASE_SUP_carmela_douglas_inc","METABASE_CAT_gizmo","6.0000","19.0967"
"METABASE_8519","2024-11-14 19:33:00-03","METABASE_1976","METABASE_44","METABASE_SUP_carol_marvin_llc","METABASE_CAT_widget","3.0000","25.4500"
"METABASE_8518","2024-04-29 17:00:00-03","METABASE_1976","METABASE_90","METABASE_SUP_rodriguez-kuhlman","METABASE_CAT_gizmo","2.0000","61.5600"
"METABASE_8517","2025-04-28 16:05:00-03","METABASE_1976","METABASE_133","METABASE_SUP_hauck,_ernser_and_barton","METABASE_CAT_doohickey","1.0000","68.4800"
"METABASE_8516","2025-08-04 01:39:00-03","METABASE_1976","METABASE_111","METABASE_SUP_hane,_hamill_and_jerde","METABASE_CAT_gadget","3.0000","18.5100"
"METABASE_16483","2025-08-25 06:48:00-03","METABASE_2181","METABASE_3","METABASE_SUP_murray,_watsica_and_wunsch","METABASE_CAT_doohickey","5.0000","10.6160"
"METABASE_16482","2023-11-27 17:29:00-03","METABASE_2181","METABASE_50","METABASE_SUP_hartmann,_mohr_and_stiedemann","METABASE_CAT_widget","3.0000","11.9200"
"METABASE_16481","2026-04-02 02:02:00-03","METABASE_2181","METABASE_6","METABASE_SUP_nolan-wolff","METABASE_CAT_doohickey","3.0000","32.4800"
"METABASE_16480","2023-08-11 20:32:00-03","METABASE_2181","METABASE_182","METABASE_SUP_devonte_gleichner_inc","METABASE_CAT_gadget","7.0000","8.0471"
"METABASE_16479","2026-01-20 02:38:00-03","METABASE_2181","METABASE_168","METABASE_SUP_roscoe_oberbrunner_group","METABASE_CAT_gadget","2.0000","59.4650"
"METABASE_13179","2024-07-11 13:05:00-03","METABASE_1889","METABASE_104","METABASE_SUP_senger-doyle","METABASE_CAT_widget","3.0000","35.4800"
"METABASE_13178","2026-01-06 22:57:00-03","METABASE_1889","METABASE_67","METABASE_SUP_myriam_macejkovic_inc","METABASE_CAT_gizmo","1.0000","41.2400"
"METABASE_13177","2025-01-05 11:38:00-03","METABASE_1889","METABASE_68","METABASE_SUP_howe,_kiehn_and_price","METABASE_CAT_gizmo","1.0000","115.2400"
"METABASE_13176","2025-12-06 13:32:00-03","METABASE_1889","METABASE_16","METABASE_SUP_okuneva,_kutch_and_monahan","METABASE_CAT_gadget","1.0000","66.1100"
"METABASE_13175","2025-05-04 06:19:00-03","METABASE_1889","METABASE_75","METABASE_SUP_ledner-satterfield","METABASE_CAT_gadget","37.0000","3.4003"
"METABASE_13174","2024-11-10 00:57:00-03","METABASE_1889","METABASE_49","METABASE_SUP_schuster-wyman","METABASE_CAT_gadget","2.0000","65.7150"
"METABASE_13173","2024-07-01 03:20:00-03","METABASE_1889","METABASE_23","METABASE_SUP_reichert,_johnson_and_roob","METABASE_CAT_widget","2.0000","58.4350"
"METABASE_13172","2024-04-03 09:16:00-03","METABASE_1889","METABASE_182","METABASE_SUP_devonte_gleichner_inc","METABASE_CAT_gadget","1.0000","84.4900"
"METABASE_13171","2025-03-10 17:59:00-03","METABASE_1889","METABASE_173","METABASE_SUP_upton,_schoen_and_streich","METABASE_CAT_gadget","1.0000","122.3700"
"METABASE_13170","2025-11-15 06:21:00-03","METABASE_1889","METABASE_111","METABASE_SUP_hane,_hamill_and_jerde","METABASE_CAT_gadget","2.0000","27.7650"
"METABASE_13169","2024-03-13 00:53:00-03","METABASE_1889","METABASE_99","METABASE_SUP_kuhlman-kuphal","METABASE_CAT_gadget","1.0000","67.8300"
"METABASE_13168","2025-04-20 07:25:00-03","METABASE_1889","METABASE_139","METABASE_SUP_wuckert,_murazik_and_ernser","METABASE_CAT_doohickey","26.0000","2.9531"
"METABASE_13167","2025-06-12 21:27:00-03","METABASE_1889","METABASE_100","METABASE_SUP_legros,_lynch_and_howell","METABASE_CAT_gizmo","4.0000","16.9575"
"METABASE_13166","2025-04-20 20:32:00-03","METABASE_1889","METABASE_40","METABASE_SUP_maegan_casper_group","METABASE_CAT_gizmo","1.0000","99.6600"
"METABASE_13165","2025-08-10 18:58:00-03","METABASE_1889","METABASE_52","METABASE_SUP_koch-ruecker","METABASE_CAT_widget","2.0000","51.8400"
"METABASE_7731","2025-12-11 22:00:00-03","METABASE_1186","METABASE_44","METABASE_SUP_carol_marvin_llc","METABASE_CAT_widget","1.0000","76.3500"
"METABASE_7730","2026-03-11 21:01:00-03","METABASE_1186","METABASE_36","METABASE_SUP_wolf,_beahan_and_thiel","METABASE_CAT_gizmo","1.0000","130.9400"
"METABASE_7729","2022-11-17 15:48:00-03","METABASE_1186","METABASE_13","METABASE_SUP_mr._tanya_stracke_and_sons","METABASE_CAT_gizmo","2.0000","37.5450"
"METABASE_7728","2023-12-13 07:55:00-03","METABASE_1186","METABASE_157","METABASE_SUP_dooley-cummings","METABASE_CAT_widget","1.0000","93.2600"
"METABASE_7727","2025-04-04 03:09:00-03","METABASE_1186","METABASE_147","METABASE_SUP_bradtke,_wilkinson_and_reilly","METABASE_CAT_doohickey","2.0000","33.3250"
"METABASE_7726","2023-08-30 03:24:00-03","METABASE_1186","METABASE_37","METABASE_SUP_parker,_o'connell_and_beahan","METABASE_CAT_gadget","6.0000","8.9017"
"METABASE_7725","2023-07-22 07:45:00-03","METABASE_1186","METABASE_152","METABASE_SUP_thompson-wolf","METABASE_CAT_widget","6.0000","5.4333"
"METABASE_7724","2025-07-05 19:59:00-03","METABASE_1186","METABASE_57","METABASE_SUP_kuphal,_schowalter_and_bogan","METABASE_CAT_gizmo","4.0000","30.6050"
"METABASE_7723","2025-02-15 01:08:00-03","METABASE_1186","METABASE_71","METABASE_SUP_kirlin,_hermann_and_stokes","METABASE_CAT_gadget","1.0000","82.8000"
"METABASE_7722","2024-05-10 08:50:00-03","METABASE_1186","METABASE_159","METABASE_SUP_mueller,_mayert_and_johnston","METABASE_CAT_widget","3.0000","11.8433"
"METABASE_7721","2025-12-29 22:13:00-03","METABASE_1186","METABASE_53","METABASE_SUP_jacobson-daniel","METABASE_CAT_doohickey","2.0000","22.1400"
"METABASE_7720","2024-05-01 03:51:00-03","METABASE_1186","METABASE_92","METABASE_SUP_baumbach-hilpert","METABASE_CAT_gizmo","4.0000","31.2225"
"METABASE_7719","2024-06-03 11:26:00-03","METABASE_1186","METABASE_105","METABASE_SUP_jerrod_mclaughlin_llc","METABASE_CAT_gadget","6.0000","8.7867"
"METABASE_7718","2024-09-19 12:29:00-03","METABASE_1186","METABASE_55","METABASE_SUP_considine,_lehner_and_maggio","METABASE_CAT_gadget","6.0000","15.9617"
"METABASE_7717","2024-09-26 08:15:00-03","METABASE_1186","METABASE_65","METABASE_SUP_weimann-cummings","METABASE_CAT_widget","6.0000","11.3717"
"METABASE_7716","2023-02-08 02:30:00-03","METABASE_1186","METABASE_126","METABASE_SUP_emmerich-nienow","METABASE_CAT_widget","2.0000","41.7500"
"METABASE_7715","2025-03-03 08:13:00-03","METABASE_1186","METABASE_73","METABASE_SUP_rowan_kautzer_llc","METABASE_CAT_widget","1.0000","71.6300"
"METABASE_14664","2025-11-22 18:03:00-03","METABASE_2193","METABASE_148","METABASE_SUP_gail_bergstrom_inc","METABASE_CAT_gadget","2.0000","69.4900"
"METABASE_14663","2025-11-17 11:18:00-03","METABASE_2193","METABASE_107","METABASE_SUP_dora_fay_and_sons","METABASE_CAT_gadget","3.0000","16.6967"
"METABASE_14662","2026-02-21 19:41:00-03","METABASE_2193","METABASE_107","METABASE_SUP_dora_fay_and_sons","METABASE_CAT_gadget","2.0000","25.0450"
"METABASE_14661","2024-06-26 00:06:00-03","METABASE_2193","METABASE_58","METABASE_SUP_smitham,_dach_and_bode","METABASE_CAT_gadget","9.0000","8.6833"
"METABASE_14660","2026-03-20 13:45:00-03","METABASE_2193","METABASE_14","METABASE_SUP_mcclure-lockman","METABASE_CAT_widget","1.0000","37.6500"
"METABASE_14659","2025-08-17 23:15:00-03","METABASE_2193","METABASE_48","METABASE_SUP_kiehn-pacocha","METABASE_CAT_gizmo","6.0000","20.5350"
"METABASE_14658","2023-12-28 20:35:00-03","METABASE_2193","METABASE_17","METABASE_SUP_hilpert,_jacobs_and_hauck","METABASE_CAT_doohickey","2.0000","26.6450"
"METABASE_14657","2026-01-03 23:51:00-03","METABASE_2193","METABASE_118","METABASE_SUP_herta_skiles_and_sons","METABASE_CAT_gadget","2.0000","28.8150"
"METABASE_14656","2024-05-18 17:12:00-03","METABASE_2193","METABASE_79","METABASE_SUP_toy,_deckow_and_nitzsche","METABASE_CAT_gizmo","3.0000","13.8733"
"METABASE_17804","2024-07-14 18:04:00-03","METABASE_17","METABASE_94","METABASE_SUP_nolan-heller","METABASE_CAT_widget","3.0000","36.4067"
"METABASE_17803","2024-06-23 06:29:00-03","METABASE_17","METABASE_186","METABASE_SUP_theodore_hansen_inc","METABASE_CAT_gizmo","4.0000","24.7450"
"METABASE_17802","2026-04-11 17:56:00-03","METABASE_17","METABASE_33","METABASE_SUP_spinka-stokes","METABASE_CAT_doohickey","2.0000","23.8700"
"METABASE_17801","2025-10-15 15:10:00-03","METABASE_17","METABASE_43","METABASE_SUP_francis_wolff_group","METABASE_CAT_widget","4.0000","19.0875"
"METABASE_17800","2025-06-25 14:56:00-03","METABASE_17","METABASE_78","METABASE_SUP_zemlak,_botsford_and_corkery","METABASE_CAT_gizmo","6.0000","6.9367"
"METABASE_17799","2025-06-10 14:16:00-03","METABASE_17","METABASE_171","METABASE_SUP_blake_greenfelder_group","METABASE_CAT_doohickey","6.0000","17.5133"
"METABASE_17798","2023-03-14 03:46:00-03","METABASE_17","METABASE_82","METABASE_SUP_braeden_gislason_and_sons","METABASE_CAT_gadget","1.0000","40.6000"
"METABASE_17797","2025-11-04 08:58:00-03","METABASE_17","METABASE_116","METABASE_SUP_denesik-ortiz","METABASE_CAT_gizmo","3.0000","38.1400"
"METABASE_17796","2024-11-27 21:54:00-03","METABASE_17","METABASE_171","METABASE_SUP_blake_greenfelder_group","METABASE_CAT_doohickey","3.0000","35.0267"
"METABASE_17795","2024-10-13 03:55:00-03","METABASE_17","METABASE_131","METABASE_SUP_batz-schroeder","METABASE_CAT_widget","7.0000","16.1600"
"METABASE_17794","2025-10-16 07:15:00-03","METABASE_17","METABASE_195","METABASE_SUP_ford_runolfsson_group","METABASE_CAT_gadget","7.0000","15.6829"
